Unnamed: 0,Id,Predicted_x,Predicted_y,Predicted_x.1,Predicted_y.1,Predicted_x.2,Predicted_y.2,result
1235,8b22cff275a043e1bbf17dc2ae636c36,299.8%,299.8%,299.8%,299.8%,299.8%,299.8%,299.8%
1236,4502cf8317424a53a773a89157e0b0fd,창원지역,경남 창원시,창원,경남 창원시,창원지역,창원지역,창원지역
1237,57e12b2131044c929ddfa82c8c57e2ac,20일,20일,20일,20일,20일,21일,20일
1238,9944fa497b994a06b210c1df59c4bc44,‘야생화 이야기’,‘야생화 이야기’,‘야생화 이야기’,‘야생화 이야기’,‘야생화 이야기’,‘야생화 이야기’,‘야생화 이야기’
1239,87d7327fbf034db8a6afc61feab95b1f,4명의 사냥꾼,4명의 사냥꾼,4명의 사냥꾼,4명의 사냥꾼,4명의 사냥꾼,4명의 사냥꾼,4명의 사냥꾼
1240,735d635e5b9843eabb67ca11a2604af1,작년 7월,7월,작년 7월,작년 7월,작년 7월,작년 7월,7월
1241,8e6942f579dd49cba5b88f015cc72f09,윤동원,윤동원,윤동원,윤동원,윤동원,윤동원,윤동원
1242,35732e2149254a09bbca1c232f5f98ab,고려대학교 의과대학,고려대학교 의과대학,고려대학교 의과대학,고려대학교,고려대학교 의과대학,고려대학교,고려대학교
1243,46b6839bde8b472d9b1adc0161a69fc3,감염내과 분야,감염내과 분야,감염내과 분야,감염내과,감염내과,감염내과 분야,감염내과
1244,e81dd075334840f3a5b83739a4636f99,40억달러,40억달러,40억달러,40억달러,40억달러,40억달러,40억달러
1245,90ed8887d42d42be9c4ce81ac6c672f3,히사시 오하시,안나 안(Anna An),히사시 오하시,안나 안(Anna An),안나 안(Anna An),히사시 오하시,안나 안(Anna An)
1246,cc50bfe9643045119ed12d169851970a,8월 15일,8월 15일,8월 15일,8월 15일,8월 15일,8월 15일,8월 15일
1247,e1887b4a0de84555972bf6d17ef7c437,프로야구단 꼬물꼬물스,프로야구단 꼬물꼬물스,프로야구단 꼬물꼬물스,프로야구단 꼬물꼬물스,프로야구단 꼬물꼬물스,프로야구단 꼬물꼬물스,프로야구단 꼬물꼬물스
1248,974a47359b48408e8c1eeca58f3e00f5,20개,20개,20개,20개,20개,20개,20개
1249,9683aca3814a44e591585f4a1461656f,분산제어시스템(DCS),분산제어시스템(DCS),분산제어시스템(DCS),분산제어시스템(DCS),분산제어시스템(DCS),분산제어시스템(DCS),분산제어시스템(DCS)
1250,e040cdea81594a7a8e83c3c0d0e923ce,86㎡,86㎡,86㎡,86㎡,86㎡,86㎡,86㎡
1251,3e6ec081cff8453c9c22a6ba5481ca30,사장,부사장,사장,부사장,부사장,사장,부사장
1252,0fd79c1f8ec449c3a33f1cc2196b784d,나진항,나진항,나진항,나진항,나진항,나진항,나진항
1253,d5296071965d482ea6ec31278898be41,스위스의 프랑·유로화 페그제 폐지,스위스,,중앙은행의 신뢰도,스위스의 프랑·유로화 페그제 폐지,,스위스의 프랑·유로화 페그제 폐지
1254,c1d3c6c407054fffa6119838a2d562ba,런던,프랑스 투르,런던,런던,런던,런던,런던
1255,6209c0d15bfb450e8d403e1fe11dd29e,열차 소매치기 사건,열차 소매치기 사건,열차 공안원들과 공모한 조직적인 열차 소매치기 사건,열차 소매치기 사건,열차 공안원들과 공모한 조직적인 열차 소매치기 사건,열차 소매치기 사건,열차
1256,f3371a6bcc454bb98dbc4cc5d802828a,"트리톤, 네레이드",네레이드,,트리톤,트리톤,,트리톤
1257,5fffba18c01e4461950123aa337e4b91,분더샵,지스트리트 494,‘분더샵’,‘분더샵’,‘분더샵’,‘분더샵’,‘분더샵’
1258,452efd8976f949f1a2a28f8cef652d55,반경 30㎞,반경 30㎞,반경 30㎞,반경 30㎞,반경 30㎞,반경 30㎞,반경 30㎞
1259,e63d7739394243f1a9c0be580ad25401,10월,10월,10월,10월,10월,10월,10월
1260,a78774cb47fc43fa98ae8ac10c20adf0,정쩌광,정쩌광,정쩌광,정쩌광,정쩌광,정쩌광,정쩌광
1261,eab70b9a97d142b08bf476b2c1189cc5,망주석,망주석,망주석,망주석,망주석,망주석,망주석
1262,52d597abf0784c46b52528201bd2f21c,‘롤앤밥스’,‘롤앤밥스’,‘롤앤밥스’,‘롤앤밥스’,‘롤앤밥스’,‘롤앤밥스’,‘롤앤밥스’
1263,d9104a7bc0ce426eb27d0ca0a5a2d1e3,지구,지구,지구,지구,지구,지구,지구
1264,e9059ba148914a528ba76f279868b1ba,다음달 1일,다음달 1일,다음달 1일,다음달 1일,다음달 1일,다음달 1일,다음달 1일
1265,cf31bf89488b47639a298a8c7f4562b9,3건,3건,4건,4건,4건,3건,4건
1266,2c2410167efa4bdc80fd130f948b2169,11일,11일,11일,11일,11일,11일,11일
1267,b8318490265f477588dfd686ed624c45,목동,목동,목동,목동,목동,목동,목동
1268,51b6c35478264d1898e92faf3ac9eeda,2020년 11월 12일,11월 19일,XBOX SERIES X),2020년 11월 12일,"2020년 11월 12일(PlayStation®5), 11월 19일",11월 11일,11월
1269,b23b34f2458344539ff9b2fcd5ff3331,2011년,2011년,2011년,2011년,2011년,2011년,2011년
1270,8d29fdbcfc604ead925de2352b500c99,유상호,유상호,유상호,유상호,유상호,유상호,유상호
1271,b1453018d99340daade4fdc3c701eff3,신도시,신도시,건축학과,도로,도로,신도시,신도시
1272,923b17b1f1b54c59ae9c11c2c089d336,1966억원,1966억원,1966억원,1966억원,1966억원,1966억원,1966억원
1273,1802475378e54e27aa5002b9fbae10dd,액체,액체,액체,액체,액체,액체,액체
1274,e27c311211b54bf5a7276a47ba93813b,1만3500원,1만3500원,1만3800원,1만3500원,1만3800원,1만3500원,1만3500원
1275,4980f5deb7b142cdaf7cc5e6a8a7166b,최경윤,답답해서 떠났다,최경윤,최경윤,최경윤,답답해서 떠났다,최경윤
1276,8d7a6315c7614f1bbee73cb5df3791bd,마리아 팔코네티,마리아 팔코네티,,마리아 팔코네티,마리아 팔코네티,,마리아 팔코네티
1277,bfdef9cb24f444b19505609bf396aaf9,25개,25개,25개,25개사,25개,25개사,25개
1278,1ad2ee86144d45fab3f591a41e498c57,9개사,9개사,9개,9개사,9개,9개사,9개사
1279,885bbedd5a704fbcb42f81a6d749b2a4,연방통상위원회(FTC)의 조사,연방통상위원회(FTC)의 조사를 받으면서,연방통상위원회(FTC)의 조사,연방통상위원회(FTC)의 조사,연방통상위원회(FTC)의 조사,연방통상위원회(FTC)의 조사,연방통상위원회(FTC)의
1280,5a9437e176174c90827a10b549e2934c,중국,중국,중국,중국,중국,중국,중국
1281,9a2b0937f29b4693a8a04cd945d13885,좌일선의 제1대대,좌일선의 제1대대,좌일선의 제1대대,좌일선의 제1대대,좌일선의 제1대대,좌일선의 제1대대,좌일선의 제1대대
1282,71f98b8731df42d3b19e3d01fa71fa4d,작은 논쟁,,,"히로시마 팬이 내려왔는데 그 중에 야쿠자가 있다고 하여 “요나미네, 마을을 걷고 있으면 때려 죽인다!”",작은 논쟁,,작은 논쟁
1283,38599950fe9d4b609dc5c32bc47beafe,5609가구,5609가구,5609가구,5609가구,5609가구,5609가구,5609가구
1284,1e957fa8bfa74aea837fcf0d729417e6,13일,21일,21일,21일,21일,21일,21일
1285,df01b26a10c7413db07cc14d0d851365,계양군,계양군,계양군,계양군,계양군,계양군,계양군
1286,4fad196171d64e419f59bbcfb2fecd75,대전,대전,대전,대전,대전,대전,대전
1287,b80c0870306147c0ab9e65c26220fffa,복호나한,복호나한,복호나한,복호나한,복호나한,복호나한,복호나한
1288,910f23177e914909a21c8b131e98cb9a,10명,10명,10명,10명,10명,10명,10명
1289,039e6e63ea0f450485ac2d649d39aa25,납,납,납,납,납,납,납
1290,8e3c00eb0fc547959e185f48d9c7093b,‘AA-’,‘AA-’,‘AA-’,‘AA-’,‘AA-’,‘AA-’,‘AA-’
1291,fe7ad3c39d9c414cbded82c4bed12c56,바이올리니스트,바이올리니스트,바이올리니스트,바이올리니스트,바이올리니스트,바이올리니스트,바이올리니스트
1292,460f7571bc504ccab5ccf233a2b1cad4,대공 삼중주,대공,대공 삼중주,대공 삼중주,대공 삼중주,대공 삼중주,대공
1293,878e60b38c024279b3db87d620901bd4,LCD(액정표시장치) TV,LCD(액정표시장치) TV,LCD(액정표시장치) TV,LCD(액정표시장치) TV,LCD(액정표시장치) TV,LCD(액정표시장치) TV,LCD(액정표시장치) TV
1294,3efda805eaaa4f1ea2e3b5020f85de75,‘서피스북’,‘서피스북’,‘서피스북’,‘서피스북’,‘서피스북’,‘서피스북’,‘서피스북’
1295,ac7fd5f6909248c6a7d9b6bb777d62d6,경기지방경찰청,경기지방경찰청,경기지방경찰청,경기지방경찰청,경기지방경찰청,경기지방경찰청,경기지방경찰청
1296,30d170e95fff415cbbcd2b33d7d1da94,'백범일지','백범일지','백범일지','백범일지','백범일지','백범일지','백범일지'
1297,c67c1fd3156641c590b0240c97cb1ede,UBS,레이먼드제임스파이낸셜,,UBS,UBS,UBS,UBS
1298,ff7621b8e4d441a3bcd358717458092f,2015년,2015년,2015년,2015년,2015년,2015년,2015년
1299,2b641c9a3bb343f6b3f800daa23e1fe3,제거스탐,제거스탐,사카리 오라모,제거스탐,제거스탐,레이프 세거스탐,제거스탐
1300,9c98e447c1ba4989b34ed8e3876324d0,31일,31일,31일,31일,31일,31일,31일
1301,5157375aa7f945b784666a9b595f7b03,15일,24일,15일,15일,15일,15일,15일
1302,9530f053b571493ca44bcb884030853c,하나금융지주,하나금융지주,,하나금융지주,리테일영업그룹,하나금융지주,하나금융지주
1303,e96f459f6f994882b9fa3084de45bd2d,오스트리아,오스트리아,오스트리아,오스트리아,오스트리아,오스트리아,오스트리아
1304,002ca355af614d4eb7d0f5db81d48acd,현대상선,현대상선,,현대그룹,현대상선,현대그룹,현대상선
1305,8c4bca3d5ad64c8fbfb413a2114e3184,2010년,1979년,2009년,2012년,2012년,2009년,2012년
1306,4bd6a71a889e49fbae399e81956a6f4e,1억2500만원,1억2500만원,,1억2500만원,1억2500만원,,1억2500만원
1307,983d3d7dbb584f46b3021b7f55b219b6,안티오코스 3세,안티오코스 3세,안티오코스 3세,"안티오코스 3세에게 붙었지만, 기원전 189년, 안티오코스 3세",안티오코스 3세,안티오코스 3세,안티오코스
1308,25e1a1543dc9426bbfc3f48e3f625af3,아이톨리아 여러 도시,아이톨리아 여러 도시,아이톨리아 여러 도시,아이톨리아 동맹,아이톨리아 여러 도시,아이톨리아 동맹,아이톨리아
1309,158a4feeff9c4fcfbe454c2ae68a25d5,이병기,이병기,이병기,이병기,이병기,이병기,이병기
1310,adec6fcef2204636a472720c57d06a5f,2011년,2011년,2011년,2011년,2011년,2011년,2011년
1311,b82e9077a9ac45019678440ddcb75e59,2007년,2007년,2007년,2007년,2007년,2007년,2007년
1312,039bb28c6b3f4ab3b7ac8fb750f7eec9,1618년,1618년,1618년 여름 모든 직업군인들을 해고해버렸다. 이제 올덴바르네벨트를 제거하는 일만이 남아 있었다. 1618년,1618년,1618년,1618년,1618년
1313,ff0ae60e73594984b5f032ea9a03b17f,종 맨 위,종 맨 위,종 맨 위,종 맨 위,종 맨 위,종 맨 위,종 맨 위
1314,0134020559bd4511b0653af42e6fb4c0,청진기,청진기,청진기,청진기,청진기,청진기,청진기
1315,9ca6ad85c0eb4eb3b06bf53303126856,김동재,김동재,김동재,김동재,김동재,김동재,김동재
1316,2ca31a8ee3184124b9c651d86b4c4a6a,배우자,배우자,배우자,배우자,배우자,배우자,배우자
1317,214b133668d24fdbba80cabbd67cb849,아파트,아파트,연립·다세대주택,연립·다세대주택,아파트,연립·다세대주택,연립·다세대주택
1318,d0e9e583559a421f96e40481723cc5c7,리코펜,항산화제,항암 효과,항암 효과,항암 효과,항암 효과,항암 효과
1319,822aae71aeba47c3969486ce6ae9fcce,‘일산 요진 와이시티’,‘일산 요진 와이시티’,‘일산 요진 와이시티’,‘일산 요진 와이시티’,‘일산 요진 와이시티’,‘일산 요진 와이시티’,‘일산 요진 와이시티’
1320,b1ffc8b41bda4f9b9460a3428b81cd70,‘박종철씨 고문치사 사건’,‘박종철씨 고문치사 사건’,‘박종철씨 고문치사 사건’,‘박종철씨 고문치사 사건’,‘박종철씨 고문치사 사건’,‘박종철씨 고문치사 사건’,‘박종철씨 고문치사 사건’
1321,a7807506acbd44029717e72d1c2c2cb9,경호,기마대지휘관,기마대지휘관,경호책임자,에도성 · 오사카성 · 니조성의 경호,기마대지휘관,기마대지휘관
1322,ed33228c088f46b8a4bd24b320de4228,정치가,번장,번장이,정치가,번장,번장이,번장이
1323,e5646291f6a34c63bbc7d7fc781983ca,한진해운,한진해운,현대글로비스,현대자동차그룹,한진해운,현대자동차그룹,한진해운
1324,8d2082ee21754fdfbd36f98b9a56c811,가속화 분류기,가속화 분류기,가속화 분류기,가속화 분류기,가속화 분류기,가속화 분류기,가속화 분류기
1325,2339b695b61e462bb805598bdca61517,1800만t,1800만t,1800만t,1800만t,1800만t,1800만t,1800만t
1326,78c71b58bc35432bbfd1641f41cd732d,보조 손잡이,보조 손잡이,보조 손잡이,보조 손잡이,보조 손잡이,보조 손잡이,보조 손잡이
1327,886890c1725d4c36a468bc8571d0a890,부엉이,부엉이,부엉이,부엉이,부엉이,부엉이,부엉이
1328,8f1ea0cfc7034abf860f564bcaa4c724,25살,25살,25살,25살,25살,25살,25살
1329,4e961fc15d4942d88d46e0e7909b77bd,2011년,2011년,2011년,2011년,2011년,2011년,2011년
1330,700d6bebc2934bb4a424bfb313534a2c,융합이공대학,융합이공대학,융합이공대학,융합이공대학,융합이공대학,공과대학,융합이공대학
1331,ccd58568e92a4154947694e663d9d4b6,냉전 종식,2010년,냉전 종식,냉전 종식,냉전 종식,냉전 종식,냉전 종식
1332,102cd3ed82d24ca794a1688fa635230e,2018년,2018,2018년,2018년도,2018년,2018년,2018년
1333,1574393f805e4ad0ba62636be3e41da9,2009년,2009년,2009년,2009년,2009년,2009년,2009년
1334,5dca2b8581214d7fbfb1fd21bcc60fea,미국,미국,,미국,미국,미국,미국
1335,d392b732da184f69872d746c5fac0efd,오길한은 검은 세력,,,경찰,경찰,,경찰
1336,f569b15b992e478cb782f9ac9e43e2e5,예언서들,가난한 사람들에 관한 성서 말씀,,가난한 사람들에 관한 성서 말씀,예언서들,,가난한 사람들에 관한 성서 말씀
1337,3e891f9aa9214e3ea77a8558f45b27d3,요미우리 자이언츠,,,지바현 대표 학교로서 출전했다. 1차전 상대인 구마가야 고등학교,구마가야 고등학교,,구마가야 고등학교
1338,3940f667d94647e881ed596eef5cb981,우천,우천,우천,우천,우천,우천,우천
1339,7a0388f85714418db6391510793bf2c2,오고 히로시,오고 히로시,오고 히로시,오고 히로시,오고 히로시,오고 히로시,오고 히로시
1340,94feda4d6e084dc4a034bc2873966a78,강원 원주시,강원 원주시,강원 원주시,강원 원주시,강원 원주시,강원 원주시,강원 원주시
1341,7c95914ce5ba438a8574a72310168885,지난 23일,지난 23일,23일,지난 23일,23일,23일,23일
1342,5f5570fefde84e9099952688f9f5c8b9,2.2병,2.2병,2.2병,2.2병,2.2병,2.2병,2.2병
1343,126f0be71c8647c2aa0f27ad9b18077c,1000여개,1000여개,47개,1000여개,1000여개,47개,1000여개
1344,20e2363541e64820bb7294a59f04a860,6개,6개,6개,6개,6개,6개,6개
1345,51bed610ba464420af600a4074fdd464,금색의 중형 버스 카운티,20인승,6.5t,카운티,40대,금색의 중형 버스 카운티를 의전 차량으로 납품했다.중국형 카운티는 쓰촨현대가 현지에 맞게 개발한 20인승,20인승
1346,d84d16d68c9b4d1b9fb3cfde2abda2b8,스타트업,스타트업,스타트업,스타트업,스타트업,스타트업,스타트업
1347,b1ac163bb88d4241a15a2da95a8c1f1b,인디안 익스프레스 신문,디 이코노미 타임스,인디안 익스프레스 신문,소셜 미디어,인디안 익스프레스 신문,,인디안 익스프레스 신문
1348,99155ad31cd947109f7064c92c4a926c,66명,66명,66명,66명,66명,66명,66명
1349,a81bd257ab4f4816b489242ce757b18a,모바일,모바일,모바일,모바일,모바일,모바일,모바일
1350,db432057aada4df68009ed67b6034220,SK텔레콤,SK텔레콤,SK텔레콤,SK텔레콤,SK텔레콤,SK텔레콤,SK텔레콤
1351,6c998ea85f7a43878f2b28404a7f5251,LG유플러스,LG유플러스,LG유플러스,LG유플러스,LG유플러스,LG유플러스,LG유플러스
1352,b17f14a6660d4310a36bd51e2de4d9c7,서비스 산업,서비스업,서비스 산업,서비스 산업,서비스 산업,서비스 산업,서비스 산업
1353,9b271a2009314b1695486cbfdc31d710,1984년,1984년,,1984년,1982년,1982년,1984년
1354,0acd2793fb924f33ac7f2d670c18ce60,중세 후기,백악기,,중세 후기,중세 후기,,중세 후기
1355,2baf81bcb7e748e891cbfaf64c8f55e1,고주파,고주파와 저전력 블루투스,고주파,고주파,고주파와 저전력 블루투스,고주파,고주파
1356,3c67a6ac560e422da8e250651b8a198b,3명,3,3명,최일성 KT에스테이트 대표,3명,3명,3명
1357,8577606c7cf24288b4423b718ef992e8,넥스틸,넥스틸,넥스틸,현대하이스코,현대하이스코,넥스틸,넥스틸
1358,e61541cfc60b4f57b6360a016599aad6,현대하이스코,현대하이스코,넥스틸,현대하이스코,현대하이스코,넥스틸,현대하이스코
1359,b097ed425c1d4eb88e3e03a439e426e6,트로츠키주의파,트로츠키주의파,트로츠키주의파,트로츠키주의파,트로츠키주의파,트로츠키주의파,트로츠키주의파
1360,89337ef8f07e4828982afd232f79553e,순수익,,,가구전입소득을 기준으로 삼고 있다. 반면 신지니계수에서는 수입에서 비용을 제외한 순수익,순수익,순수익,순수익
1361,6fc85c9da3fe4b97964a1169dbf5ae07,유럽연합(EU) 집행위원회,유럽연합(EU) 집행위원회,유럽연합(EU) 집행위원회,유럽연합(EU) 집행위원회,유럽연합(EU) 집행위원회,유럽연합(EU) 집행위원회,유럽연합(EU) 집행위원회
1362,f8f6d9229e2f4be78e7b833835eed263,다음달 31일,31일,다음달 31일,31일,다음달 31일,31일,31일
1363,5f6db81fdf9f471580622700c198fcf0,토미스(콘스탄차),토미스(콘스탄차),토미스(콘스탄차),토미스(콘스탄차),흑해 연안의 벽지 토미스(콘스탄차),토미스(콘스탄차),토미스(콘스탄차)
1364,b05c339dee9a4b1c9670c31f44a3f86d,입찰가,입찰가,입찰가,입찰가,입찰가,입찰가,입찰가
1365,8e8c367001d740ffa6fdffbcbdb5e27d,〈이기룡필 남지기로회도〉,〈이기룡필남지기로회도〉,〈이기룡필 남지기로회도〉,〈이기룡필 남지기로회도〉,〈이기룡필남지기로회도〉,〈이기룡필 남지기로회도〉,〈이기룡필 남지기로회도〉
1366,322722b158d04776afd4152d5575c845,바른미래당 하태경 의원,바른미래당 하태경 의원,바른미래당 하태경 의원,하태경 의원,하태경 의원,하태경 의원,하태경 의원
1367,8e20e64253154dcc9c5b4eb7055ddb8a,경기 안산시,경기 안산시,경기 안산시,경기 안산시,경기 안산시,경기 안산시,경기 안산시
1368,59ac42c38452496cb48b449aa930dbce,심 봉사,심 봉사,,심 봉사가 눈 뜨는 대목,심 봉사,‘심청가’ 중 심 봉사가 눈 뜨는 대목,심
1369,1774097a21a84fc48781627d27868716,DC 1500V규격,DC 1500V규격,DC 1500V규격,DC 1500V규격,DC 1500V규격,DC 1500V규격,DC 1500V규격
1370,dd7a215c4d9640a6a46e7ff612caeebe,334조달러,334조달러,334조달러,334조달러,334조달러,334조달러,334조달러
1371,f11200f7b2004599b0b4ac626b4298a9,334조달러,334조달러,334조달러,334조달러,334조달러,334조달러,334조달러
1372,6caa9521b0a94e938b9b2ba6da6092ea,김 원장,김흥수,이석준 우미건설 사장,김흥수,김흥수,이석준,김흥수
1373,eb2f4d24fc7f4387b4a646224aa20027,1867년,1867년,1867년,1867년,10월,1868년,1867년
1374,ce87fc06bf824aa59dda0906d0235cf0,이연희,이연희,이연희,이연희,이연희,이연희,이연희
1375,27d9636d1f4b41bd9990961f799129f6,2008년 베이징올림픽 개최,2008년 베이징올림픽 개최,,2008년 베이징올림픽 개최,2008년 베이징올림픽 개최,,2008년 베이징올림픽 개최
1376,36fe9b8635a247d18f89eace7eeb9fce,‘응용기술 서비스 중심’,‘응용기술 서비스 중심’,‘응용기술 서비스 중심’,‘응용기술 서비스 중심’,‘응용기술 서비스 중심’,‘응용기술 서비스 중심’,‘응용기술 서비스 중심’
1377,61fbe728ca6e4e82a0763c5b54681e31,30여개,30여개,30여개,30여개,30여개,30여개,30여개
1378,4e5044f5d7114a808a9b85908015ee94,'무핵 생물','무핵 생물',,'무핵 생물','무핵 생물','무핵 생물','무핵 생물'
1379,1708bc0c7cb845c2b593602ebdedf719,무성 생식,무성 생식,무성 생식,무성 생식,무성 생식,무성 생식,무성 생식
1380,7d0720a18e00496e857bc26e6f7a5c32,26세,26세,만 26세,26세,26세,26세,26세
1381,962c5c80e5154d3d94314dad5eaff4c4,프란치스코 피사로,프란치스코 피사로,프란치스코 피사로,프란치스코 피사로,프란치스코 피사로,프란치스코 피사로,프란치스코 피사로
1382,8d06793e86bd43e793268a6640323ad2,SK하이닉스,SK하이닉스,SK하이닉스,SK하이닉스,SK하이닉스,SK하이닉스,SK하이닉스
1383,49c0f859bafc4b85acd464a0fe78f9dc,290명,290명,290명,290명,290명,290명,290명
1384,bc632ed63a194c8795d2a3683d35ad2a,류보프 페트로바,류보프 페트로바,류보프 페트로바,류보프 페트로바,류보프 페트로바,류보프 페트로바,류보프 페트로바
1385,d49171e5cf734fdb8b5be709cfa4877e,일리노이주 워소,일리노이주 워소,일리노이주 워소,일리노이주 워소,일리노이주 워소,일리노이주 워소,일리노이주 워소
1386,99b403be9bf5446095a582980ee33047,11일,11일,11일,11일,11일,11일,11일
1387,dbdda53a994842278542c1b5790e9c2c,드롭인 모듈,생체감지 알고리즘,,생체감지 알고리즘,생체감지 알고리즘,턴키형 드롭인 모듈(Drop-in-Module),생체감지 알고리즘
1388,5523a77cdd1641158abeb6b9eb0c21d7,선덕여왕,선덕여왕,선덕여왕,선덕여왕,선덕여왕,선덕여왕,선덕여왕
1389,f6bd4bcf0c03458bbe0b29a0e7d9182d,유화 그림물감,유화,유화,유화 그림물감,유화,유화 그림물감,유화
1390,548322aa177346c2af6c150650d40113,10억원,10억원,10억원,10억원,10억원,10억원,10억원
1391,aaacea64b0bf4f2bae17fd34772a29f9,항공통제사(무기배정 장교),항공통제사(무기배정 장교),항공통제사(무기배정 장교),항공통제사,항공통제사(무기배정 장교),항공통제사(무기배정 장교),항공통제사(무기배정 장교)
1392,a32a9949fde84e1ab80ae817c11a75ec,나무 위,나무 위,나무 위,나무 위,나무 위,나무 위,나무 위
1393,5749ad54c90b4d1f93b3e34f1af9e552,이명박정부,이명박정부,이명박정부,이명박정부,이명박정부,이명박정부,이명박정부
1394,ce8d9385542c4ef3a5f8a98442acb94c,도레이,미국,미국,미국,미국,미국,미국
1395,bf063e05a5c04c3892173e88c7254720,안성 물류센터,안성 물류센터,안성 농식품물류센터,일자리 중개센터,안성 물류센터,농식품물류센터,안성
1396,f38c6da4497c495fadb62d2d83ff4075,김영록,김영록,김영록,김영록,김영록,김영록,김영록
1397,17388c5e055f40c798391d5ecf8ae4d5,군대,군대,"실험 분석과 기존 능력 성능 테스트를 기반으로 개발되며, 미래 능력 결정은 가능한 다양한 미래 시나리오의 도전을 해결할 수있는 군대","기존 능력 성능 테스트를 기반으로 개발되며, 미래 능력 결정은 가능한 다양한 미래 시나리오의 도전을 해결할 수있는 군대",실험 분석,실험 분석,미래
1398,22efc01cdb9b40e8ba604521955145c0,1866년,1866년,1866년,1866년,1866년,1866년,1866년
1399,846c2e4298ba467c878b09b5f6e81ee2,안게바 공격,안게바 공격,안게바 공격,안게바 공격,안게바 공격,안게바 공격,안게바 공격
1400,001aff4ecfd44dc2b1eaae1b01ec78f7,나검색 씨,나검색 씨,나검색 씨,나검색 씨,나검색 씨,나검색 씨,나검색 씨
1401,c02034267a0141618f5b3756c5f58a7f,블랑키주의,비밀결사주의,,블랑키주의,비밀결사주의,,비밀결사주의
1402,4c33460da831427daa4ebe568a13acfc,'농지'(農地),'농지,'농지'(農地),'농지'(農地)이라는 생산수단,'농지','농지'(農地),'농지'(農地)
1403,4bdc67147ec9459ab52cea7b9290fc9c,아나키스트 FAQ,아나키스트들과 좌파공산주의자들,아나키스트 FAQ의 저자들,아나키스트 FAQ의 저자들,아나키스트 FAQ,아나키스트 FAQ의 저자들,아나키스트
1404,d863ff9d43cf4652a3322b0d872e820e,나라방송,한국케이블TV호남방송,4개,한국케이블TV호남방송,영서방송,나라방송,한국케이블TV호남방송
1405,cd998767b4174d9785373844a5307591,김외현,김외현,김외현,김외현,김외현,김외현,김외현
1406,10641034ad4543bb807abcc103e2e425,94개,5명,94개,94개,3200여점,94개,94개
1407,a4c92dc1f2b049faa8587c3e864e263a,‘만리자이’,‘만리자이’,‘만리자이’,‘만리자이’,‘만리자이’,‘만리자이’,‘만리자이’
1408,fb28a6d6491e439296768336d847f065,쌍용건설,쌍용건설,쌍용건설,쌍용건설,쌍용건설,쌍용건설,쌍용건설
1409,75bfa87df93343f4a856bf56bd027322,닛산,닛산,닛산,닛산,닛산,닛산,닛산
1410,4bbe2c93c4ad444daf72590506dd324c,‘까두’,‘까두’,‘까두’,‘까두’,‘까두’,‘까두’,‘까두’
1411,4158978680224463a16493c9966075ad,서울대,서울대,서울대,서울대,서울대,서울대,서울대
1412,c7d2fb8f55de4c848754698f4c7ac905,멕시코,멕시코,멕시코,멕시코,멕시코,멕시코,멕시코
1413,f03bd422228143d3be873939f46a3a1a,55세,만 49세,55세,만 49세,55세,55세,55세
1414,e8302961d69d42a9b3d1499b326269b3,서드애비뉴매니지먼트,루시더스캐피털,루시더스캐피털,루시더스캐피털,루시더스캐피털,루시더스캐피털,루시더스캐피털
1415,6d001789b0f640028eab2de81216042a,김강유,박은주,박은주,김강유,김우중,김우중,김우중
1416,8d3b4a03f4f944b2b26559a13421d1fd,‘공명정치연맹’,니치렌정종,니치렌정종(日蓮正宗),니치렌정종(日蓮正宗),니치렌정종,니치렌정종(日蓮正宗),니치렌정종(日蓮正宗)
1417,bcbbfd1d5e39411eb51aec610e5640f9,6.2%,6.2%,6.2%,6.2%,6.2%,6.2%,6.2%
1418,ec7d8890d79e41b298e81d4eb28b198e,나뭇잎,나뭇잎,나뭇잎,나뭇잎,나뭇잎,나뭇잎,나뭇잎
1419,7496f135c5614977a30a9b9ce9514c79,2조원,11조2000억원에서 2조원,2조원,2조원,2조원,2조원,2조원
1420,1e79bdecc4034d37bbc7358bcb987340,4.1%,4.1%,4.1%,4.1%,4.1%,4.1%,4.1%
1421,54ea5628b50d40b6b7199e084495a8a7,오야마 이와오,오야마 이와오,오야마 이와오,오야마 이와오,오야마 이와오,오야마 이와오,오야마 이와오
1422,86b1b9d189ab46738cf7a936807cd810,투키디데스,투키디데스,투키디데스,투키디데스,투키디데스,투키디데스,투키디데스
1423,e8a6ebd3eda942de839fdbdbe4e3dbe8,중도상환 수수료,중도상환 수수료,중도상환 수수료,중도상환 수수료,중도상환 수수료,중도상환 수수료,중도상환 수수료
1424,9c96359d20f547deabe4e15cfdc8c29a,에이핑크 초롱,에이핑크 초롱의 DJ데뷔 프로그램 ’DOL잔치’,,에이핑크 초롱,에이핑크 초롱,에이핑크 초롱의 DJ데뷔 프로그램 ’DOL잔치’,에이핑크
1425,e982dff05b5c4059bbbfe452d9e30693,크루 공장 부지,크루 공장 부지,크루 공장,크루 공장,크루 공장,크루 공장,크루 공장
1426,73dd6c61fd9744d59c2376916d5835e6,결핵,결핵,결핵,결핵,결핵,결핵,결핵
1427,5bec32d6cdea46459e2fa1800771d9dc,샤를르칸,알리바바,샤를르칸,샤를르칸,알리바바,샤를르칸,샤를르칸
